ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
7970329	1.99E-02	1.03E-03	3.86	-1.03908	2.17	GAS6	growth arrest specific 6
8001764	1.99E-02	1.03E-03	-3.86	-1.03965	-1.4	GOT2	glutamic-oxaloacetic transaminase 2
8004485	1.99E-02	1.03E-03	-3.86	-1.0401	-1.15	SENP3-EIF4A1///SENP3	SENP3-EIF4A1 readthrough (NMD candidate)///SUMO1/sentrin/SMT3 specific peptidase 3
8108954	2.00E-02	1.03E-03	-3.85	-1.04301	-1.27	TCERG1	transcription elongation regulator 1
8174076	2.00E-02	1.03E-03	-3.85	-1.04577	-1.67	GLA	galactosidase alpha
7909730	2.00E-02	1.04E-03	3.85	-1.04826	1.54	KCNK2	potassium two pore domain channel subfamily K member 2
8003953	2.01E-02	1.04E-03	-3.85	-1.05055	-1.62	PSMB6	proteasome subunit beta 6
8126588	2.02E-02	1.05E-03	-3.85	-1.0597	-1.63	XPO5	exportin 5
8142497	2.04E-02	1.06E-03	3.84	-1.06749	1.65	CTTNBP2	cortactin binding protein 2
7910494	2.05E-02	1.06E-03	-3.84	-1.07219	-1.2	ARV1///ARV1	ARV1 homolog, fatty acid homeostasis modulator///ARV1 homolog, fatty acid homeostasis modulator
8039006	2.05E-02	1.06E-03	3.84	-1.07263	1.24	ZNF320	zinc finger protein 320
8110932	2.06E-02	1.07E-03	3.84	-1.08035	2.29	SEMA5A	semaphorin 5A
8097282	2.07E-02	1.08E-03	3.84	-1.0831	2.35	SPRY1	sprouty RTK signaling antagonist 1
7918426	2.07E-02	1.08E-03	3.84	-1.08409	1.35	SLC16A4	solute carrier family 16 member 4
8092654	2.07E-02	1.08E-03	-3.83	-1.0862	-1.7	RPL39L	ribosomal protein L39 like
8090448	2.07E-02	1.08E-03	-3.83	-1.08635	-1.92	RUVBL1///RUVBL1	RuvB like AAA ATPase 1///RuvB like AAA ATPase 1
7963534	2.08E-02	1.09E-03	3.83	-1.09212	4.67	KRT4	keratin 4
8077490	2.08E-02	1.09E-03	3.83	-1.09478	1.38	LMCD1	LIM and cysteine rich domains 1
8142997	2.09E-02	1.09E-03	3.83	-1.09918	1.18	PLXNA4	plexin A4
7970455	2.09E-02	1.09E-03	3.83	-1.10019	1.01	CRYL1	crystallin lambda 1
8156718	2.11E-02	1.10E-03	-3.83	-1.10664	-1.38	NCBP1	nuclear cap binding protein subunit 1
8125941	2.11E-02	1.11E-03	-3.82	-1.11161	-1.36	SRPK1	SRSF protein kinase 1
8024497	2.13E-02	1.11E-03	-3.82	-1.11839	-1.44	THOP1	thimet oligopeptidase 1
8130739	2.13E-02	1.12E-03	3.82	-1.12304	1.44	RPS6KA2	ribosomal protein S6 kinase A2
8171823	2.14E-02	1.13E-03	-3.82	-1.12847	-1.72	APOO	apolipoprotein O
7973036	2.14E-02	1.13E-03	-3.82	-1.1291	-1.24	PARP2	poly(ADP-ribose) polymerase 2
7958174	2.15E-02	1.13E-03	-3.81	-1.13129	-2.42	TXNRD1	thioredoxin reductase 1
8172119	2.18E-02	1.15E-03	-3.81	-1.15014	-1.01	MED14	mediator complex subunit 14
8174351	2.20E-02	1.16E-03	-3.8	-1.15946	-1.4	NUP62CL	nucleoporin 62 C-terminal like
7898549	2.20E-02	1.16E-03	-3.8	-1.1608	-1.95	MRTO4	MRT4 homolog, ribosome maturation factor
7934916	2.21E-02	1.17E-03	3.8	-1.16901	1.43	CH25H	cholesterol 25-hydroxylase
7978956	2.25E-02	1.20E-03	-3.79	-1.18797	-1.04	L2HGDH	L-2-hydroxyglutarate dehydrogenase
8180236	2.27E-02	1.21E-03	3.78	-1.20125	1.13	ZNF718	zinc finger protein 718
8180265	2.27E-02	1.21E-03	3.78	-1.20125	1.13	ZNF718	zinc finger protein 718
8096556	2.28E-02	1.22E-03	-3.78	-1.20334	-1.1	METAP1	methionyl aminopeptidase 1
8117614	2.28E-02	1.22E-03	-3.78	-1.20485	-1.29	HIST1H2BO	histone cluster 1, H2bo
7929816	2.29E-02	1.23E-03	-3.78	-1.21376	-2.04	SCD	stearoyl-CoA desaturase
8146957	2.32E-02	1.24E-03	3.77	-1.22489	2.3	PI15	peptidase inhibitor 15
8053059	2.32E-02	1.25E-03	-3.77	-1.22748	-1.48	BOLA3	bolA family member 3
8117580	2.33E-02	1.25E-03	-3.77	-1.23212	-1.53	HIST1H2AI	histone cluster 1, H2ai
8174134	2.33E-02	1.26E-03	3.77	-1.2342	1.11	TCEAL6///TCEAL2///TCEAL3	transcription elongation factor A like 6///transcription elongation factor A like 2///transcription elongation factor A like 3
8134992	2.34E-02	1.26E-03	-3.77	-1.23644	-1.14	SRRT	serrate, RNA effector molecule
8127425	2.34E-02	1.26E-03	3.77	-1.23746	1.11	LMBRD1	LMBR1 domain containing 1
8068684	2.35E-02	1.27E-03	3.77	-1.24177	1.06	FAM3B	family with sequence similarity 3 member B
7990151	2.35E-02	1.27E-03	-3.76	-1.24372	-1.09	PKM	pyruvate kinase, muscle
7946661	2.35E-02	1.27E-03	3.76	-1.24488	1.98	DKK3	dickkopf WNT signaling pathway inhibitor 3
7920238	2.35E-02	1.27E-03	3.76	-1.24644	1.34	S100A12	S100 calcium binding protein A12
7905067	2.36E-02	1.27E-03	-3.76	-1.24843	-2.31	HIST2H4B///HIST2H4A	histone cluster 2, H4b///histone cluster 2, H4a
7919627	2.36E-02	1.27E-03	-3.76	-1.24843	-2.31	HIST2H4B///HIST2H4A	histone cluster 2, H4b///histone cluster 2, H4a
8007992	2.36E-02	1.28E-03	-3.76	-1.25028	-1.18	KPNB1	karyopherin subunit beta 1
8173955	2.37E-02	1.28E-03	3.76	-1.25501	1.61	SYTL4	synaptotagmin like 4
8101788	2.37E-02	1.28E-03	3.76	-1.25606	1.07	UNC5C	unc-5 netrin receptor C
7902634	2.37E-02	1.29E-03	-3.76	-1.25622	-1.34	RPF1	ribosome production factor 1 homolog
8118826	2.37E-02	1.29E-03	-3.76	-1.2563	-1.63	SNRPC	small nuclear ribonucleoprotein polypeptide C
8076668	2.37E-02	1.29E-03	3.76	-1.25634	1.49	KIAA1644	KIAA1644
7902074	2.37E-02	1.29E-03	3.76	-1.25809	1.07	LEPROT///LEPR	leptin receptor overlapping transcript///leptin receptor
8002969	2.38E-02	1.30E-03	3.76	-1.26471	1.26	MAF	MAF bZIP transcription factor
8029617	2.38E-02	1.30E-03	-3.75	-1.26514	-1.06	GEMIN7	gem nuclear organelle associated protein 7
8033043	2.38E-02	1.30E-03	3.75	-1.26744	1.21	FUT6	fucosyltransferase 6
8035773	2.38E-02	1.30E-03	3.75	-1.26847	2.21	ZNF506	zinc finger protein 506
8018352	2.39E-02	1.30E-03	-3.75	-1.26933	-1.36	SLC25A19	solute carrier family 25 member 19
7902425	2.39E-02	1.31E-03	3.75	-1.2722	1.06	ST6GALNAC3	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3
7924388	2.40E-02	1.31E-03	-3.75	-1.27619	-1.03	BPNT1	3'(2'), 5'-bisphosphate nucleotidase 1
7952914	2.40E-02	1.31E-03	-3.75	-1.27661	-1.43	CCDC77	coiled-coil domain containing 77
7915592	2.40E-02	1.31E-03	-3.75	-1.27729	-4.45	RNU5D-1	RNA, U5D small nuclear 1
7918517	2.40E-02	1.32E-03	-3.75	-1.28004	-1.64	WDR77	WD repeat domain 77
8112458	2.42E-02	1.33E-03	-3.74	-1.28808	-1.21	AK6///TAF9	adenylate kinase 6///TATA-box binding protein associated factor 9
8168762	2.42E-02	1.33E-03	-3.74	-1.28889	-1.27	CSTF2	cleavage stimulation factor subunit 2
7920214	2.42E-02	1.33E-03	3.74	-1.29091	3.17	SPRR2E	small proline rich protein 2E
8019273	2.43E-02	1.34E-03	-3.74	-1.2945	-1.38	ALYREF	Aly/REF export factor
8096411	2.43E-02	1.34E-03	-3.74	-1.29545	-1.15	TIGD2	tigger transposable element derived 2
8037023	2.43E-02	1.34E-03	-3.74	-1.29701	-1.45	EXOSC5	exosome component 5
8085665	2.43E-02	1.34E-03	3.74	-1.29901	1.64	RFTN1	raftlin, lipid raft linker 1
8014487	2.44E-02	1.34E-03	-3.74	-1.3003	-1.33	ACACA	acetyl-CoA carboxylase alpha
8035779	2.44E-02	1.35E-03	3.74	-1.30086	2.55	ZNF626	zinc finger protein 626
7957551	2.44E-02	1.35E-03	3.74	-1.30097	1.4	SOCS2	suppressor of cytokine signaling 2
7909815	2.45E-02	1.35E-03	-3.74	-1.30645	-1.25	IARS2	isoleucyl-tRNA synthetase 2, mitochondrial
7912887	2.47E-02	1.37E-03	3.73	-1.31918	1.54	MFAP2	microfibrillar associated protein 2
8122986	2.48E-02	1.37E-03	3.73	-1.32086	1.01	SNX9	sorting nexin 9
7918878	2.48E-02	1.38E-03	3.73	-1.32386	1.4	CASQ2	calsequestrin 2
8098263	2.48E-02	1.38E-03	3.73	-1.32554	1.7	PALLD	palladin, cytoskeletal associated protein
8109830	2.49E-02	1.38E-03	-3.73	-1.32731	-2.5	SPDL1	spindle apparatus coiled-coil protein 1
8054872	2.49E-02	1.39E-03	3.73	-1.33042	2.21	TFCP2L1	transcription factor CP2-like 1
8073457	2.49E-02	1.39E-03	-3.72	-1.33246	-1.16	XRCC6	X-ray repair cross complementing 6
7996318	2.49E-02	1.39E-03	3.72	-1.33278	1.08	CMTM3	CKLF like MARVEL transmembrane domain containing 3
8137826	2.50E-02	1.39E-03	-3.72	-1.33406	-1.36	MRM2	mitochondrial rRNA methyltransferase 2
8002987	2.50E-02	1.40E-03	-3.72	-1.33613	-2.37	CMC2	C-X9-C motif containing 2
8104449	2.50E-02	1.40E-03	-3.72	-1.33644	-2.25	CCT5	chaperonin containing TCP1 subunit 5
8097128	2.50E-02	1.40E-03	-3.72	-1.33656	-1.35	EXOSC9	exosome component 9
7999909	2.51E-02	1.41E-03	3.72	-1.3433	1.91	GPRC5B	G protein-coupled receptor class C group 5 member B
8039340	2.51E-02	1.41E-03	-3.72	-1.344	-1.34	TNNT1	troponin T1, slow skeletal type
8008517	2.52E-02	1.41E-03	-3.72	-1.34956	-2.27	NME1-NME2///NME1	NME1-NME2 readthrough///NME/NM23 nucleoside diphosphate kinase 1
8095303	2.52E-02	1.42E-03	3.72	-1.35035	1.81	ADGRL3	adhesion G protein-coupled receptor L3
8083011	2.52E-02	1.42E-03	-3.72	-1.35101	-1.05	MRPS22	mitochondrial ribosomal protein S22
7900576	2.52E-02	1.42E-03	-3.72	-1.35123	-1.23	PPIH	peptidylprolyl isomerase H
7901272	2.52E-02	1.42E-03	3.72	-1.35344	2.08	CYP4X1	cytochrome P450 family 4 subfamily X member 1
7999253	2.52E-02	1.42E-03	3.72	-1.35362	2.2	PPL	periplakin
7957052	2.53E-02	1.43E-03	-3.71	-1.35713	-1.58	CCT2	chaperonin containing TCP1 subunit 2
8157283	2.53E-02	1.43E-03	-3.71	-1.35887	-1.54	PRPF4	pre-mRNA processing factor 4
8005449	2.53E-02	1.43E-03	-3.71	-1.35994	-2.52	KRT17	keratin 17
8082444	2.54E-02	1.44E-03	-3.71	-1.36426	-1.28	ACAD9	acyl-CoA dehydrogenase family member 9
7981988	2.55E-02	1.44E-03	3.71	-1.36629	2.94	SNORD116-20	small nucleolar RNA, C/D box 116-20
8147548	2.55E-02	1.44E-03	-3.71	-1.36644	-1.82	POP1	POP1 homolog, ribonuclease P/MRP subunit
8021376	2.55E-02	1.44E-03	-3.71	-1.369	-1.62	NEDD4L	neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase
8030950	2.55E-02	1.45E-03	3.71	-1.37079	1.11	ZNF701	zinc finger protein 701
7929901	2.56E-02	1.45E-03	-3.71	-1.37198	-1.25	C10orf2	chromosome 10 open reading frame 2
7954810	2.56E-02	1.45E-03	3.71	-1.37287	2.17	LRRK2	leucine rich repeat kinase 2
8142852	2.56E-02	1.45E-03	-3.71	-1.3739	-1.09	TNPO3	transportin 3
7968976	2.56E-02	1.45E-03	3.71	-1.37583	1.09	LRCH1	leucine rich repeats and calponin homology domain containing 1
8021187	2.56E-02	1.46E-03	-3.7	-1.37826	-1.67	SKA1	spindle and kinetochore associated complex subunit 1
7931683	2.58E-02	1.47E-03	3.7	-1.3865	1.38	DIP2C	disco interacting protein 2 homolog C
8147516	2.58E-02	1.47E-03	3.7	-1.38676	2.38	MATN2	matrilin 2
8022612	2.58E-02	1.47E-03	3.7	-1.38822	1.54	ZNF521	zinc finger protein 521
8046346	2.60E-02	1.48E-03	-3.7	-1.39261	-1.29	HAT1	histone acetyltransferase 1
7922416	2.60E-02	1.48E-03	-3.7	-1.39468	-1.86	SNORD75	small nucleolar RNA, C/D box 75
8174684	2.60E-02	1.48E-03	-3.7	-1.39595	-1.3	NKRF	NFKB repressing factor
8118682	2.60E-02	1.48E-03	3.7	-1.396	1.01	PHF1	PHD finger protein 1
7983145	2.60E-02	1.49E-03	3.7	-1.3965	1.01	STARD9	StAR related lipid transfer domain containing 9
8011861	2.60E-02	1.49E-03	-3.7	-1.39798	-1.48	DHX33	DEAH-box helicase 33
8088397	2.61E-02	1.49E-03	3.69	-1.40225	1.05	ACOX2	acyl-CoA oxidase 2
8082229	2.61E-02	1.50E-03	-3.69	-1.40419	-1.42	UMPS	uridine monophosphate synthetase
7914334	2.61E-02	1.50E-03	-3.69	-1.40431	-1.4	SNRNP40	small nuclear ribonucleoprotein U5 subunit 40
8156783	2.62E-02	1.50E-03	3.69	-1.40584	1.4	COL15A1	collagen type XV alpha 1 chain
8137257	2.62E-02	1.50E-03	3.69	-1.40652	2.46	GIMAP1-GIMAP5///GIMAP5	GIMAP1-GIMAP5 readthrough///GTPase, IMAP family member 5
8097586	2.62E-02	1.51E-03	3.69	-1.41003	1.55	GAB1	GRB2 associated binding protein 1
7997230	2.62E-02	1.51E-03	-3.69	-1.4102	-1.05	PSMD7	proteasome 26S subunit, non-ATPase 7
8153474	2.62E-02	1.51E-03	-3.69	-1.41078	-1.33	TSTA3	tissue specific transplantation antigen P35B
7954185	2.62E-02	1.51E-03	-3.69	-1.41131	-1.03	DERA	deoxyribose-phosphate aldolase
8072360	2.63E-02	1.52E-03	3.69	-1.4158	1.72	TCN2	transcobalamin 2
7983206	2.63E-02	1.52E-03	-3.69	-1.41838	-1.43	TUBGCP4	tubulin gamma complex associated protein 4
8047223	2.63E-02	1.52E-03	-3.69	-1.41883	-1.22	HSPE1	heat shock protein family E (Hsp10) member 1
7932243	2.64E-02	1.52E-03	3.69	-1.42072	1.02	FAM171A1	family with sequence similarity 171 member A1
8124540	2.65E-02	1.54E-03	-3.68	-1.42888	-1.37	HIST1H2AM	histone cluster 1, H2am
7912481	2.66E-02	1.54E-03	-3.68	-1.43255	-1.37	MAD2L2	MAD2 mitotic arrest deficient-like 2 (yeast)
7946957	2.66E-02	1.54E-03	-3.68	-1.43378	-1.61	SAAL1	serum amyloid A like 1
7919971	2.66E-02	1.54E-03	-3.68	-1.43393	-1.31	RFX5	regulatory factor X5
8052250	2.67E-02	1.55E-03	-3.68	-1.43919	-1.45	MTIF2	mitochondrial translational initiation factor 2
8126058	2.67E-02	1.56E-03	-3.68	-1.44246	-1.35	PPIL1	peptidylprolyl isomerase like 1
8020308	2.69E-02	1.57E-03	3.67	-1.44894	1.27	LDLRAD4	low density lipoprotein receptor class A domain containing 4
8059852	2.72E-02	1.59E-03	-3.67	-1.46214	-1.37	MSL3P1	male-specific lethal 3 homolog (Drosophila) pseudogene 1
8076260	2.72E-02	1.60E-03	-3.66	-1.46711	-1.1	SLC25A17	solute carrier family 25 member 17
8084717	2.73E-02	1.60E-03	3.66	-1.47085	2.22	ST6GAL1	ST6 beta-galactoside alpha-2,6-sialyltransferase 1
7927108	2.74E-02	1.61E-03	-3.66	-1.4772	-1.15	BMS1	BMS1, ribosome biogenesis factor
7983469	2.75E-02	1.62E-03	-3.66	-1.48231	-1.28	SPATA5L1	spermatogenesis associated 5 like 1
7969576	2.75E-02	1.62E-03	-3.66	-1.48346	-1.14	MIR17HG	miR-17-92a-1 cluster host gene
8116096	2.75E-02	1.63E-03	-3.66	-1.4842	-1.11	DDX41	DEAD-box helicase 41
7925823	2.75E-02	1.63E-03	-3.66	-1.48523	-1.56	GTPBP4	GTP binding protein 4
8096688	2.75E-02	1.63E-03	-3.66	-1.48644	-1.14	GSTCD	glutathione S-transferase C-terminal domain containing
8070615	2.76E-02	1.64E-03	-3.65	-1.49142	-1.4	WDR4	WD repeat domain 4
8082058	2.76E-02	1.64E-03	3.65	-1.49283	3.68	CSTA	cystatin A
8043251	2.77E-02	1.65E-03	-3.65	-1.4962	-1.07	PTCD3	pentatricopeptide repeat domain 3
8142585	2.77E-02	1.65E-03	3.65	-1.49691	1.99	CADPS2	calcium dependent secretion activator 2
8084634	2.78E-02	1.65E-03	-3.65	-1.50061	-1.76	DNAJB11	DnaJ heat shock protein family (Hsp40) member B11
8167797	2.79E-02	1.66E-03	-3.65	-1.50429	-1.3	GNL3L	G protein nucleolar 3 like
8128383	2.79E-02	1.66E-03	-3.65	-1.5055	-1.3	COQ3	coenzyme Q3, methyltransferase
7908459	2.79E-02	1.66E-03	3.65	-1.50644	2.76	CFH	complement factor H
8154848	2.79E-02	1.67E-03	3.65	-1.50865	1.35	PRSS3	protease, serine 3
7930008	2.79E-02	1.67E-03	-3.65	-1.50904	-1.61	NOLC1	nucleolar and coiled-body phosphoprotein 1
8066254	2.79E-02	1.67E-03	-3.65	-1.50994	-1.15	SNHG17	small nucleolar RNA host gene 17
8105121	2.80E-02	1.67E-03	3.64	-1.51246	1.37	GHR	growth hormone receptor
7979400	2.80E-02	1.68E-03	3.64	-1.51442	1.13	C14orf37	chromosome 14 open reading frame 37
7919715	2.80E-02	1.68E-03	-3.64	-1.51576	-1.56	ANP32E	acidic nuclear phosphoprotein 32 family member E
8173745	2.80E-02	1.68E-03	3.64	-1.51658	1.08	CYSLTR1	cysteinyl leukotriene receptor 1
8097857	2.80E-02	1.68E-03	-3.64	-1.5171	-2.01	MND1	meiotic nuclear divisions 1
7987636	2.81E-02	1.69E-03	-3.64	-1.52201	-1.85	OIP5	Opa interacting protein 5
7965166	2.82E-02	1.70E-03	3.64	-1.5253	1.02	PPFIA2	PTPRF interacting protein alpha 2
8034122	2.83E-02	1.71E-03	-3.64	-1.53112	-1.95	SPC24	SPC24, NDC80 kinetochore complex component
8135990	2.83E-02	1.71E-03	3.64	-1.53131	1.63	FLNC	filamin C
7974166	2.83E-02	1.71E-03	-3.63	-1.53307	-1.33	FANCM	Fanconi anemia complementation group M
7969861	2.83E-02	1.71E-03	3.63	-1.53314	1.96	ITGBL1	integrin subunit beta like 1
8168855	2.83E-02	1.71E-03	3.63	-1.53366	1.16	ARMCX4	armadillo repeat containing, X-linked 4
8122807	2.83E-02	1.71E-03	3.63	-1.5338	1.79	AKAP12	A-kinase anchoring protein 12
7908147	2.85E-02	1.73E-03	-3.63	-1.5423	-1.06	TSEN15	tRNA splicing endonuclease subunit 15
8112622	2.85E-02	1.73E-03	-3.63	-1.54308	-1.3	GFM2	G elongation factor mitochondrial 2
7922637	2.86E-02	1.74E-03	-3.63	-1.5472	-1.12	TOR1AIP2	torsin 1A interacting protein 2
7907537	2.87E-02	1.74E-03	-3.63	-1.55143	-1.02	CACYBP	calcyclin binding protein
8160284	2.87E-02	1.74E-03	-3.63	-1.55196	-1.67	HAUS6	HAUS augmin like complex subunit 6
7902565	2.87E-02	1.74E-03	3.63	-1.55209	3.14	ADGRL2	adhesion G protein-coupled receptor L2
7974603	2.88E-02	1.75E-03	-3.63	-1.55427	-1.17	PSMA3	proteasome subunit alpha 3
8116559	2.88E-02	1.75E-03	3.62	-1.55562	1.23	IRF4	interferon regulatory factor 4
8180309	2.89E-02	1.76E-03	3.62	-1.56028	1.34	ST6GALNAC3	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3
8159111	2.89E-02	1.76E-03	-3.62	-1.56054	-1.11	WDR5	WD repeat domain 5
8139456	2.90E-02	1.76E-03	-3.62	-1.56339	-1.14	SNORA9///SNHG15	small nucleolar RNA, H/ACA box 9///small nucleolar RNA host gene 15
8073062	2.90E-02	1.77E-03	-3.62	-1.56462	-2.24	APOBEC3B	apolipoprotein B mRNA editing enzyme catalytic subunit 3B
8051814	2.90E-02	1.77E-03	3.62	-1.56648	1.29	ZFP36L2	ZFP36 ring finger protein like 2
7934789	2.91E-02	1.78E-03	3.62	-1.57099	1.01	GRID1	glutamate ionotropic receptor delta type subunit 1
8067295	2.92E-02	1.79E-03	-3.62	-1.57497	-1.71	SLMO2-ATP5E///PRELID3B	SLMO2-ATP5E readthrough///PRELI domain containing 3B
7928589	2.92E-02	1.79E-03	-3.62	-1.57592	-1.26	PPIF	peptidylprolyl isomerase F
8152582	2.92E-02	1.79E-03	-3.61	-1.57704	-1.97	DSCC1	DNA replication and sister chromatid cohesion 1
8069676	2.93E-02	1.80E-03	3.61	-1.58145	2.27	ADAMTS1	ADAM metallopeptidase with thrombospondin type 1 motif 1
8030364	2.94E-02	1.80E-03	-3.61	-1.58425	-1.22	SNORD34	small nucleolar RNA, C/D box 34
7981978	2.95E-02	1.81E-03	3.61	-1.58629	3.75	SNORD116-15	small nucleolar RNA, C/D box 116-15
7904364	2.95E-02	1.81E-03	-3.61	-1.58899	-1.68	WDR3	WD repeat domain 3
7909628	2.97E-02	1.83E-03	-3.61	-1.59829	-1.68	FLVCR1	feline leukemia virus subgroup C cellular receptor 1
7920244	2.99E-02	1.84E-03	3.6	-1.60437	5.63	S100A8	S100 calcium binding protein A8
7961964	3.01E-02	1.85E-03	-3.6	-1.61093	-1.76	ASUN	asunder, spermatogenesis regulator
8114920	3.01E-02	1.85E-03	3.6	-1.61137	2.44	DPYSL3	dihydropyrimidinase like 3
8090678	3.01E-02	1.86E-03	-3.6	-1.61251	-1.18	MRPL3	mitochondrial ribosomal protein L3
7995206	3.02E-02	1.86E-03	3.6	-1.61639	1.19	TGFB1I1	transforming growth factor beta 1 induced transcript 1
8066258	3.02E-02	1.86E-03	-3.6	-1.61684	-1.37	SNORA71A	small nucleolar RNA, H/ACA box 71A
8139737	3.02E-02	1.87E-03	-3.6	-1.61851	-1.45	PSPH	phosphoserine phosphatase
7977854	3.02E-02	1.87E-03	-3.6	-1.62	-1.29	AJUBA	ajuba LIM protein
7940259	3.02E-02	1.87E-03	3.6	-1.62013	1.25	MS4A14///MS4A7	membrane spanning 4-domains A14///membrane spanning 4-domains A7
8041961	3.03E-02	1.88E-03	-3.59	-1.62238	-1.45	CHAC2	ChaC cation transport regulator homolog 2
7934997	3.03E-02	1.88E-03	3.59	-1.62429	3.52	PPP1R3C	protein phosphatase 1 regulatory subunit 3C
7916130	3.03E-02	1.88E-03	-3.59	-1.62482	-1.23	KTI12///TXNDC12	KTI12 chromatin associated homolog///thioredoxin domain containing 12
7926916	3.04E-02	1.89E-03	3.59	-1.62774	1.85	ZEB1	zinc finger E-box binding homeobox 1
8081676	3.04E-02	1.89E-03	-3.59	-1.62969	-1.37	GTPBP8	GTP binding protein 8 (putative)
8158167	3.05E-02	1.90E-03	3.59	-1.63405	3.19	LCN2	lipocalin 2
7898057	3.06E-02	1.91E-03	3.59	-1.63918	1.72	PDPN	podoplanin
7936706	3.07E-02	1.91E-03	-3.59	-1.64096	-1.1	MCMBP	minichromosome maintenance complex binding protein
8052562	3.07E-02	1.91E-03	-3.59	-1.64191	-1.4	CCT4	chaperonin containing TCP1 subunit 4
7904853	3.08E-02	1.92E-03	-3.58	-1.64537	-1.04	GPR89A///GPR89B	G protein-coupled receptor 89A///G protein-coupled receptor 89B
8127646	3.08E-02	1.92E-03	3.58	-1.64571	1.03	FILIP1	filamin A interacting protein 1
8107998	3.08E-02	1.93E-03	-3.58	-1.64802	-1.25	UQCRQ	ubiquinol-cytochrome c reductase complex III subunit VII
8147000	3.11E-02	1.95E-03	3.58	-1.65827	1.65	ZFHX4	zinc finger homeobox 4
7955736	3.11E-02	1.95E-03	-3.58	-1.65897	-1.31	ESPL1	extra spindle pole bodies like 1, separase
8091354	3.11E-02	1.95E-03	-3.58	-1.6597	-1.6	HLTF	helicase like transcription factor
8056693	3.13E-02	1.97E-03	-3.57	-1.66796	-1.31	FASTKD1	FAST kinase domains 1
7975324	3.14E-02	1.97E-03	3.57	-1.67042	1.15	GALNT16	polypeptide N-acetylgalactosaminyltransferase 16
8146687	3.15E-02	1.98E-03	3.57	-1.67535	1.04	ADHFE1	alcohol dehydrogenase, iron containing 1
8006392	3.15E-02	1.98E-03	-3.57	-1.67555	-1.33	PSMD11	proteasome 26S subunit, non-ATPase 11
8021924	3.15E-02	1.98E-03	-3.57	-1.67661	-1.17	THOC1	THO complex 1
7940323	3.16E-02	1.99E-03	3.57	-1.67825	1.02	MS4A8	membrane spanning 4-domains A8
7966938	3.16E-02	1.99E-03	-3.57	-1.67833	-1.23	GCN1	GCN1, eIF2 alpha kinase activator homolog
8046124	3.17E-02	2.00E-03	3.57	-1.68232	1.32	DHRS9	dehydrogenase/reductase 9
7903753	3.17E-02	2.00E-03	3.57	-1.68255	1.82	ERVK11-1///GSTM2	endogenous retrovirus group K11 member 1///glutathione S-transferase mu 2 (muscle)
8063444	3.18E-02	2.01E-03	3.56	-1.68775	1.32	TSHZ2	teashirt zinc finger homeobox 2
8081001	3.18E-02	2.01E-03	3.56	-1.68995	1.07	ROBO2	roundabout guidance receptor 2
8177635	3.18E-02	2.01E-03	-3.56	-1.69099	-1.15	AK6///TAF9	adenylate kinase 6///TATA-box binding protein associated factor 9
8004521	3.18E-02	2.01E-03	-3.56	-1.69115	-1.32	MPDU1	mannose-P-dolichol utilization defect 1
8167854	3.18E-02	2.01E-03	-3.56	-1.69131	-1.01	APEX2	apurinic/apyrimidinic endodeoxyribonuclease 2
8044278	3.18E-02	2.01E-03	-3.56	-1.69145	-1.91	CCDC138	coiled-coil domain containing 138
8122013	3.19E-02	2.02E-03	3.56	-1.69534	1.72	L3MBTL3	l(3)mbt-like 3 (Drosophila)
8102518	3.20E-02	2.03E-03	3.56	-1.6978	1.18	C4orf3	chromosome 4 open reading frame 3
7965403	3.20E-02	2.03E-03	3.56	-1.69833	4.5	LUM	lumican
7930422	3.20E-02	2.03E-03	-3.56	-1.69854	-1.07	SMC3	structural maintenance of chromosomes 3
8171359	3.20E-02	2.04E-03	3.56	-1.70127	1.94	GPM6B	glycoprotein M6B
8160682	3.20E-02	2.04E-03	-3.56	-1.70168	-1.26	NOL6	nucleolar protein 6
7917156	3.22E-02	2.05E-03	-3.56	-1.70841	-1.01	FUBP1	far upstream element binding protein 1
8089830	3.22E-02	2.05E-03	-3.55	-1.71037	-1.05	LRRC58	leucine rich repeat containing 58
8081277	3.23E-02	2.06E-03	-3.55	-1.71187	-1.33	NIT2	nitrilase family member 2
8066822	3.23E-02	2.06E-03	3.55	-1.71293	2.54	SULF2	sulfatase 2
8048995	3.23E-02	2.06E-03	3.55	-1.71416	1.57	ITM2C	integral membrane protein 2C
8015323	3.24E-02	2.07E-03	3.55	-1.71797	5.5	KRT13	keratin 13
8020779	3.24E-02	2.07E-03	-3.55	-1.71981	-2.43	DSG2	desmoglein 2
8158714	3.24E-02	2.08E-03	-3.55	-1.72057	-1.64	EXOSC2	exosome component 2
7960794	3.25E-02	2.08E-03	3.55	-1.72267	2.91	CD163	CD163 molecule
8108724	3.25E-02	2.08E-03	3.55	-1.72366	1.42	PCDHB10	protocadherin beta 10
7971565	3.25E-02	2.08E-03	3.55	-1.72389	3.3	LPAR6	lysophosphatidic acid receptor 6
7971573	3.25E-02	2.09E-03	3.55	-1.72551	1.07	RCBTB2	RCC1 and BTB domain containing protein 2
